0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,0.7071067812,1.0,1.0,1.0,1.0,1.0,1.0,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.2247448714,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,1.4142135624,
13,14,18,33,34,37,39,42,43,58,62,63,9,17,19,57,59,67,89,93,94,8,12,22,23,29,32,41,44,47,53,54,61,64,66,68,82,83,87,5,10,30,88,98,85,28,36,46,48,78,86,88,25,35,
14,19,34,38,43,44,59,63,64,10,30,35,18,58,68,5,15,55,94,85,90,9,13,23,24,33,42,48,54,62,67,69,83,84,88,6,11,25,31,40,50,60,89,99,86,29,37,47,49,79,87,89,26,36,
44,49,69,15,16,20,35,36,41,45,60,65,24,64,74,11,21,61,91,95,96,19,39,48,68,73,89,94,10,12,17,31,37,46,55,56,66,70,85,4,29,0,90,92,75,43,93,30,32,42,80,90,28,25,
16,17,21,36,37,40,42,45,46,61,65,66,12,20,22,60,62,70,92,96,97,49,69,74,11,13,15,18,32,35,38,47,56,57,67,71,85,86,90,0,1,25,91,93,76,44,94,31,33,43,81,91,29,26,
17,18,22,37,38,41,43,46,47,62,66,67,13,21,23,61,63,71,93,97,98,12,14,16,19,33,36,39,45,48,57,58,65,68,70,72,86,87,91,1,2,26,92,94,77,32,34,40,44,82,90,92,25,27,
18,19,23,38,39,42,44,47,48,63,67,68,14,22,24,62,64,72,94,98,99,13,17,34,37,46,49,58,59,66,69,71,73,87,88,92,10,15,35,2,3,27,93,90,78,33,41,83,91,93,30,40,26,28,
19,24,39,43,48,49,64,68,69,15,35,40,23,63,73,10,20,60,99,90,95,14,18,38,47,59,67,72,74,88,89,93,11,16,30,36,45,55,65,3,4,28,94,91,79,34,42,84,92,94,31,41,27,29,
49,74,20,21,40,41,46,65,70,29,0,25,69,16,66,4,54,1,96,75,76,24,44,73,94,99,15,17,22,36,42,60,61,71,90,9,28,34,53,5,26,50,95,97,80,48,98,35,37,47,85,95,33,30,
21,22,41,42,45,47,66,70,71,1,25,26,17,65,67,0,2,50,97,76,77,74,16,18,20,23,37,40,43,61,62,72,90,91,95,29,54,5,6,27,30,51,96,98,81,49,99,36,38,48,86,96,34,31,
22,23,42,43,46,48,67,71,72,2,26,27,18,66,68,1,3,51,98,77,78,17,19,21,24,38,41,44,62,63,70,73,91,92,96,6,7,25,28,31,50,52,97,99,82,37,39,45,49,87,95,97,30,32,
23,24,43,44,47,49,68,72,73,3,27,28,19,67,69,2,4,52,99,78,79,18,22,39,42,63,64,71,74,92,93,97,15,20,40,7,8,26,29,32,51,53,98,95,83,38,46,88,96,98,35,45,31,33,
24,44,48,69,73,74,20,40,45,4,28,29,68,15,65,3,53,0,95,79,75,19,23,43,64,72,93,94,98,16,21,35,41,60,70,8,9,27,33,52,54,25,99,96,84,39,47,89,97,99,36,46,32,34,
70,71,95,54,59,79,25,26,30,51,55,75,99,46,96,34,84,31,74,45,47,66,72,90,91,29,39,58,64,78,83,1,5,6,27,35,56,76,80,24,20,4,65,67,53,63,0,2,10,52,60,15,3,0,
71,72,96,26,27,31,50,52,55,56,75,76,47,95,97,30,32,80,46,48,67,70,73,91,92,59,79,84,2,6,7,25,28,35,36,57,60,77,81,20,21,0,66,68,54,64,1,3,11,53,61,16,4,1,
72,73,97,27,28,32,51,53,56,57,76,77,48,96,98,31,33,81,47,49,68,71,74,92,93,3,7,8,26,29,36,37,55,58,61,75,78,80,82,21,22,1,67,69,2,4,12,50,54,60,62,17,0,2,
73,74,98,28,29,33,52,54,57,58,77,78,49,97,99,32,34,82,48,69,72,93,94,45,70,4,8,9,27,37,38,56,59,62,76,79,81,83,25,22,23,2,68,65,3,13,51,61,63,0,50,18,1,3,
74,99,70,29,34,53,58,59,78,79,25,50,98,45,95,33,83,30,49,73,94,46,65,71,90,9,28,38,39,57,63,77,82,84,0,5,26,55,75,23,24,3,69,66,4,14,52,62,64,1,51,19,2,4,
59,64,84,30,31,35,50,51,56,60,75,80,39,79,89,26,36,76,71,95,96,34,44,54,63,69,83,88,6,10,11,25,27,32,40,52,61,81,85,4,9,0,70,72,58,68,5,7,15,57,65,20,8,5,
31,32,36,51,52,55,57,60,61,76,80,81,27,35,37,75,77,85,72,96,97,64,84,89,7,11,12,26,28,30,33,40,41,50,53,62,65,82,86,0,1,5,71,73,59,69,6,8,16,58,66,21,9,6,
32,33,37,52,53,56,58,61,62,77,81,82,28,36,38,76,78,86,73,97,98,8,12,13,27,29,31,34,41,42,51,54,60,63,66,80,83,85,87,1,2,6,72,74,7,9,17,55,59,65,67,22,5,7,
33,34,38,53,54,57,59,62,63,78,82,83,29,37,39,77,79,87,74,98,99,9,13,14,28,32,42,43,52,61,64,67,81,84,86,88,25,30,50,2,3,7,73,70,8,18,56,66,68,5,55,23,6,8,
34,39,54,58,63,64,79,83,84,30,50,55,38,78,88,25,35,75,99,70,95,14,29,33,43,44,53,62,68,82,87,89,5,10,26,31,51,60,80,3,4,8,74,71,9,19,57,67,69,6,56,24,7,9,
64,69,89,35,36,40,55,56,61,65,80,85,44,84,94,31,41,81,39,49,59,68,74,88,93,11,15,16,30,32,37,45,51,57,66,75,76,86,90,9,14,5,63,73,10,12,20,50,52,62,70,13,0,10,
36,37,41,56,57,60,62,65,66,81,85,86,32,40,42,80,82,90,69,89,94,12,16,17,31,33,35,38,45,46,52,55,58,67,70,76,77,87,91,5,6,10,64,74,11,13,21,51,53,63,71,14,1,11,
37,38,42,57,58,61,63,66,67,82,86,87,33,41,43,81,83,91,13,17,18,32,34,36,39,46,47,53,56,59,65,68,71,77,78,85,88,90,92,6,7,11,12,14,22,52,54,60,64,70,72,2,10,12,
38,39,43,58,59,62,64,67,68,83,87,88,34,42,44,82,84,92,14,18,19,33,37,47,48,54,57,66,69,72,78,79,86,89,91,93,30,35,55,7,8,12,13,23,53,61,71,73,10,50,60,3,11,13,
39,44,59,63,68,69,84,88,89,35,55,60,43,83,93,30,40,80,19,34,38,48,49,58,67,73,79,87,92,94,10,15,31,36,50,56,65,75,85,8,9,13,14,24,54,62,72,74,11,51,61,4,12,14,
69,74,94,40,41,45,60,61,66,70,85,90,49,89,99,36,46,86,44,64,73,93,98,16,20,21,35,37,42,56,62,71,80,81,91,95,29,54,25,14,19,10,68,15,17,55,57,67,53,0,50,18,5,15,
41,42,46,61,62,65,67,70,71,86,90,91,37,45,47,85,87,95,74,94,99,17,21,22,36,38,40,43,57,60,63,72,81,82,92,96,25,26,50,10,11,15,69,16,18,56,58,68,54,1,51,19,6,16,
42,43,47,62,63,66,68,71,72,87,91,92,38,46,48,86,88,96,18,22,23,37,39,41,44,58,61,64,70,73,82,83,90,93,95,97,26,27,51,11,12,16,17,19,57,59,65,69,2,50,52,7,15,17,
43,44,48,63,64,67,69,72,73,88,92,93,39,47,49,87,89,97,19,23,24,38,42,59,62,71,74,83,84,91,94,96,98,35,40,60,27,28,52,12,13,17,18,58,66,15,55,65,3,51,53,8,16,18,
44,49,64,68,73,74,89,93,94,40,60,65,48,88,98,35,45,85,24,39,43,63,72,84,92,97,99,15,20,36,41,55,61,70,80,90,28,29,53,13,14,18,19,59,67,16,56,66,4,52,54,9,17,19,
74,99,45,46,65,66,71,90,95,54,25,50,94,41,91,29,79,26,49,69,98,21,40,42,47,61,67,85,86,96,34,53,59,78,0,1,30,51,75,19,24,15,73,20,22,60,62,72,58,5,55,23,10,20,
46,47,66,67,70,72,91,95,96,26,50,51,42,90,92,25,27,75,99,22,41,43,45,48,62,65,68,86,87,97,54,79,1,2,30,31,52,55,76,15,16,20,74,21,23,61,63,73,59,6,56,24,11,21,
47,48,67,68,71,73,92,96,97,27,51,52,43,91,93,26,28,76,23,42,44,46,49,63,66,69,87,88,95,98,2,3,31,32,50,53,56,75,77,16,17,21,22,24,62,64,70,74,7,55,57,12,20,22,
48,49,68,69,72,74,93,97,98,28,52,53,44,92,94,27,29,77,24,43,47,64,67,88,89,96,99,40,45,65,3,4,32,33,51,54,57,76,78,17,18,22,23,63,71,20,60,70,8,56,58,13,21,23,
49,69,73,94,98,99,45,65,70,29,53,54,93,40,90,28,78,25,44,48,68,89,97,20,41,46,60,66,85,95,4,33,34,52,58,77,79,0,50,18,19,23,24,64,72,21,61,71,9,57,59,14,22,24,
95,96,79,84,50,51,55,76,80,20,4,0,71,59,56,24,21,9,99,70,72,91,97,54,64,83,89,26,30,31,52,60,81,49,15,16,45,3,8,29,1,5,90,92,78,88,25,27,35,77,85,40,28,25,
96,97,51,52,56,75,77,80,81,21,0,1,72,55,57,20,22,5,71,73,92,95,98,84,27,31,32,50,53,60,61,82,85,16,17,45,46,4,9,2,6,25,91,93,79,89,26,28,36,78,86,41,29,26,
97,98,52,53,57,76,78,81,82,22,1,2,73,56,58,21,23,6,72,74,93,96,99,28,32,33,51,54,61,62,80,83,86,17,18,46,47,0,3,5,7,26,92,94,27,29,37,75,79,85,87,42,25,27,
98,99,53,54,58,77,79,82,83,23,2,3,74,57,59,22,24,7,73,94,97,70,95,29,33,34,52,62,63,81,84,87,50,18,19,47,48,1,4,6,8,27,93,90,28,38,76,86,88,25,75,43,26,28,
99,95,54,59,78,83,84,50,75,24,3,4,70,58,55,23,20,8,74,98,71,90,96,34,53,63,64,82,88,25,30,51,80,19,48,49,15,2,7,9,28,0,94,91,29,39,77,87,89,26,76,44,27,29,
84,89,55,56,60,75,76,81,85,9,0,5,64,51,61,4,14,1,96,59,69,79,88,94,31,35,36,50,52,57,65,77,86,20,21,8,13,29,34,6,10,25,95,97,83,93,30,32,40,82,90,45,33,30,
56,57,61,76,77,80,82,85,86,1,5,6,52,60,62,0,2,10,97,89,32,36,37,51,53,55,58,65,66,75,78,87,90,21,22,9,14,7,11,25,26,30,96,98,84,94,31,33,41,83,91,46,34,31,
57,58,62,77,78,81,83,86,87,2,6,7,53,61,63,1,3,11,98,33,37,38,52,54,56,59,66,67,76,79,85,88,91,22,23,5,8,10,12,26,27,31,97,99,32,34,42,80,84,90,92,47,30,32,
58,59,63,78,79,82,84,87,88,3,7,8,54,62,64,2,4,12,99,34,38,39,53,57,67,68,77,86,89,92,50,55,75,23,24,6,9,11,13,27,28,32,98,95,33,43,81,91,93,30,80,48,31,33,
59,64,79,83,88,89,55,75,80,4,8,9,63,50,60,3,13,0,95,39,54,58,68,69,78,87,93,30,35,51,56,76,85,24,20,7,12,14,28,29,33,5,99,96,34,44,82,92,94,31,81,49,32,34,
89,94,60,61,65,80,81,86,90,14,5,10,69,56,66,9,19,6,64,74,84,93,99,36,40,41,55,57,62,70,76,82,91,13,18,34,39,0,1,11,15,30,88,98,35,37,45,75,77,87,95,38,25,35,
61,62,66,81,82,85,87,90,91,6,10,11,57,65,67,5,7,15,94,37,41,42,56,58,60,63,70,71,77,80,83,92,95,14,19,1,2,12,16,30,31,35,89,99,36,38,46,76,78,88,96,39,26,36,
62,63,67,82,83,86,88,91,92,7,11,12,58,66,68,6,8,16,38,42,43,57,59,61,64,71,72,78,81,84,90,93,96,2,3,10,13,15,17,31,32,36,37,39,47,77,79,85,89,95,97,27,35,37,
63,64,68,83,84,87,89,92,93,8,12,13,59,67,69,7,9,17,39,43,44,58,62,72,73,79,82,91,94,97,55,60,80,3,4,11,14,16,18,32,33,37,38,48,78,86,96,98,35,75,85,28,36,38,
64,69,84,88,93,94,60,80,85,9,13,14,68,55,65,8,18,5,44,59,63,73,74,83,92,98,35,40,56,61,75,81,90,4,12,17,19,33,34,38,0,10,39,49,79,87,97,99,36,76,86,29,37,39,
94,99,65,66,70,85,86,91,95,19,10,15,74,61,71,14,24,11,69,89,98,41,45,46,60,62,67,81,87,96,54,79,50,18,23,39,44,5,6,16,20,35,93,40,42,80,82,92,78,25,75,43,30,40,
66,67,71,86,87,90,92,95,96,11,15,16,62,70,72,10,12,20,99,42,46,47,61,63,65,68,82,85,88,97,50,51,75,19,24,6,7,17,21,35,36,40,94,41,43,81,83,93,79,26,76,44,31,41,
67,68,72,87,88,91,93,96,97,12,16,17,63,71,73,11,13,21,43,47,48,62,64,66,69,83,86,89,95,98,51,52,76,7,8,15,18,20,22,36,37,41,42,44,82,84,90,94,27,75,77,32,40,42,
68,69,73,88,89,92,94,97,98,13,17,18,64,72,74,12,14,22,44,48,49,63,67,84,87,96,99,60,65,85,52,53,77,8,9,16,19,21,23,37,38,42,43,83,91,40,80,90,28,76,78,33,41,43,
69,74,89,93,98,99,65,85,90,14,18,19,73,60,70,13,23,10,49,64,68,88,97,40,45,61,66,80,86,95,53,54,78,9,17,22,24,38,39,43,5,15,44,84,92,41,81,91,29,77,79,34,42,44,
99,70,71,90,91,96,79,50,75,24,15,20,66,54,51,19,16,4,74,94,46,65,67,72,86,92,59,78,84,25,26,55,76,23,44,49,10,11,21,40,3,0,98,45,47,85,87,97,83,30,80,48,35,45,
71,72,91,92,95,97,51,75,76,16,20,21,67,50,52,15,17,0,47,66,68,70,73,87,90,93,79,26,27,55,56,77,80,24,11,12,22,40,41,45,4,1,99,46,48,86,88,98,84,31,81,49,36,46,
72,73,92,93,96,98,52,76,77,17,21,22,68,51,53,16,18,1,48,67,69,71,74,88,91,94,27,28,56,57,75,78,81,12,13,20,23,41,42,46,0,2,47,49,87,89,95,99,32,80,82,37,45,47,
73,74,93,94,97,99,53,77,78,18,22,23,69,52,54,17,19,2,49,68,72,89,92,65,70,90,28,29,57,58,76,79,82,13,14,21,24,42,43,47,1,3,48,88,96,45,85,95,33,81,83,38,46,48,
74,94,98,70,90,95,54,78,79,19,23,24,65,53,50,18,15,3,69,73,93,45,66,71,85,91,29,58,59,77,83,25,75,14,22,43,44,48,10,20,2,4,49,89,97,46,86,96,34,82,84,39,47,49,
